LECROYWM8500,500500138,Waveform
Segments,1,SegmentSize,20002
Segment,TrigTime,TimeSinceSegment1
#1,23-Nov-2021 08:14:54,0                 
Time,Ampl
2.2395e-007,0.00051731
2.24e-007,0.000524162
2.2405e-007,0.000515597
2.241e-007,0.000566985
2.2415e-007,0.000587541
2.242e-007,0.000623513
2.2425e-007,0.00066291
2.243e-007,0.000686892
2.2435e-007,0.000719438
2.244e-007,0.000712586
2.2445e-007,0.000692031
2.245e-007,0.000609809
2.2455e-007,0.000531014
2.246e-007,0.000423098
2.2465e-007,0.000262081
2.247e-007,9.5925e-005
2.2475e-007,-1.19906e-005
2.248e-007,-0.000138749
2.2485e-007,-0.000244951
2.249e-007,-0.000306617
2.2495e-007,-0.000334025
2.25e-007,-0.000315182
2.2505e-007,-0.000280923
2.251e-007,-0.000239813
2.2515e-007,-0.000137036
2.252e-007,-7.53697e-005
2.2525e-007,-3.0833e-005
2.253e-007,4.62496e-005
2.2535e-007,6.85179e-005
2.254e-007,5.82402e-005
2.2545e-007,5.31014e-005
2.255e-007,1.88424e-005
2.2555e-007,-6.5092e-005
2.256e-007,-0.000135323
2.2565e-007,-0.000164443
2.257e-007,-0.00022097
2.2575e-007,-0.000253516
2.258e-007,-0.000268933
2.2585e-007,-0.000255229
2.259e-007,-0.000256942
2.2595e-007,-0.000246664
2.26e-007,-0.000176434
2.2605e-007,-0.000128471
2.261e-007,-5.65272e-005
2.2615e-007,1.02777e-005
2.262e-007,1.88424e-005
2.2625e-007,7.70826e-005
2.263e-007,9.5925e-005
2.2635e-007,0.000130184
2.264e-007,0.000125045
2.2645e-007,0.000118193
2.265e-007,7.53697e-005
2.2655e-007,5.31014e-005
2.266e-007,5.65272e-005
2.2665e-007,7.19438e-005
2.267e-007,9.7638e-005
2.2675e-007,0.00011648
2.268e-007,0.00011648
2.2685e-007,0.00013361
2.269e-007,0.000101064
2.2695e-007,9.5925e-005
2.27e-007,9.5925e-005
2.2705e-007,5.82402e-005
2.271e-007,1.88424e-005
2.2715e-007,0
2.272e-007,-2.91201e-005
2.2725e-007,-1.71295e-005
2.273e-007,-2.22683e-005
2.2735e-007,-1.71295e-006
2.274e-007,4.96755e-005
2.2745e-007,4.11107e-005
2.275e-007,7.36567e-005
2.2755e-007,0.000137036
2.276e-007,0.000152452
2.2765e-007,0.00016273
2.277e-007,0.000154165
2.2775e-007,0.000142175
2.278e-007,7.53697e-005
2.2785e-007,6.16661e-005
2.279e-007,7.36567e-005
2.2795e-007,4.45366e-005
2.28e-007,8.39344e-005
2.2805e-007,0.00016273
2.281e-007,0.000234674
2.2815e-007,0.000291201
2.282e-007,0.000363145
2.2825e-007,0.000460783
2.283e-007,0.000513884
2.2835e-007,0.000570411
2.284e-007,0.000589254
2.2845e-007,0.000616661
2.285e-007,0.000537865
2.2855e-007,0.000474486
2.286e-007,0.000381987
2.2865e-007,0.000289488
2.287e-007,0.000196989
2.2875e-007,0.000131897
2.288e-007,5.13884e-005
2.2885e-007,1.71295e-006
2.289e-007,-6.5092e-005
2.2895e-007,-0.000107916
2.29e-007,-7.36567e-005
2.2905e-007,-6.3379e-005
2.291e-007,-4.11107e-005
2.2915e-007,-3.42589e-006
2.292e-007,5.65272e-005
2.2925e-007,8.73603e-005
2.293e-007,0.000142175
2.2935e-007,0.000167869
2.294e-007,0.000226109
2.2945e-007,0.000272359
2.295e-007,0.000310043
2.2955e-007,0.00030833
2.296e-007,0.00029634
2.2965e-007,0.000255229
2.297e-007,0.000219257
2.2975e-007,0.000143888
2.298e-007,5.13884e-005
2.2985e-007,2.05554e-005
2.299e-007,-5.65272e-005
2.2995e-007,-9.93509e-005
2.3e-007,-0.000107916
2.3005e-007,-7.53697e-005
2.301e-007,-4.11107e-005
2.3015e-007,4.11107e-005
2.302e-007,0.000107916
2.3025e-007,0.00019185
2.303e-007,0.000310043
2.3035e-007,0.000424811
2.304e-007,0.000510458
2.3045e-007,0.000541291
2.305e-007,0.000570411
2.3055e-007,0.00057555
2.306e-007,0.000566985
2.3065e-007,0.000524162
2.307e-007,0.00044194
2.3075e-007,0.000423098
2.308e-007,0.000352867
2.3085e-007,0.000260368
2.309e-007,0.000173008
2.3095e-007,8.56473e-005
2.31e-007,0
2.3105e-007,-6.16661e-005
2.311e-007,-0.000125045
2.3115e-007,-0.000214118
2.312e-007,-0.000217544
2.3125e-007,-0.000222683
2.313e-007,-0.00022097
2.3135e-007,-0.000229535
2.314e-007,-0.000214118
2.3145e-007,-0.000154165
2.315e-007,-0.000114767
2.3155e-007,-2.56942e-005
2.316e-007,-1.71295e-006
2.3165e-007,7.02308e-005
2.317e-007,0.00010449
2.3175e-007,0.000143888
2.318e-007,0.000143888
2.3185e-007,0.000135323
2.319e-007,0.000166156
2.3195e-007,0.000149026
2.32e-007,0.000150739
2.3205e-007,0.000164443
2.321e-007,0.000164443
2.3215e-007,0.000157591
2.322e-007,0.000186711
2.3225e-007,0.000205554
2.323e-007,0.00019185
2.3235e-007,0.00025009
2.324e-007,0.00025009
2.3245e-007,0.000304905
2.325e-007,0.000327173
2.3255e-007,0.000311756
2.326e-007,0.00029634
2.3265e-007,0.000256942
2.327e-007,0.000227822
2.3275e-007,0.000140462
2.328e-007,5.48143e-005
2.3285e-007,1.19906e-005
2.329e-007,-7.19438e-005
2.3295e-007,-0.000107916
2.33e-007,-0.000102777
2.3305e-007,-0.000113054
2.331e-007,-0.000107916
2.3315e-007,-7.19438e-005
2.332e-007,-7.70826e-005
2.3325e-007,-5.13884e-005
2.333e-007,-1.71295e-005
2.3335e-007,-6.85179e-006
2.334e-007,3.42589e-005
2.3345e-007,2.56942e-005
2.335e-007,1.54165e-005
2.3355e-007,4.96755e-005
2.336e-007,2.56942e-005
2.3365e-007,5.13884e-005
2.337e-007,4.28237e-005
2.3375e-007,6.85179e-005
2.338e-007,0.000107916
2.3385e-007,0.000107916
2.339e-007,0.000142175
2.3395e-007,0.000159304
2.34e-007,0.000121619
2.3405e-007,1.54165e-005
2.341e-007,-3.0833e-005
2.3415e-007,-0.000125045
2.342e-007,-0.000219257
2.3425e-007,-0.00030833
2.343e-007,-0.000366571
2.3435e-007,-0.000392265
2.344e-007,-0.000369997
2.3445e-007,-0.000358006
2.345e-007,-0.000318608
2.3455e-007,-0.000258655
